TIMESTAMP,RAWEEG,POOR_SIGNAL_LEVEL,BLINKSTRENGTH,ATTENTION,MEDITATION,DELTA,THETA,LOW_ALPHA,HIGH_ALPHA,LOW_BETA,HIGH_BETA,LOW_GAMMA,HIGH_GAMA
1853098318,20,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,21,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,-6,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,-39,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,-23,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,22,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,48,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,57,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,67,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,74,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,87,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,100,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,97,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,70,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,49,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,49,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,57,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,45,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,18,0,0,0,0,0,0,0,0,0,0,0,0
1853098318,9,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,35,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,56,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,48,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,10,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,-17,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,-13,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,-5,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,-26,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,-49,0,0,0,0,0,0,0,0,0,0,0,0
1853098349,-57,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-72,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-85,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-87,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-90,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-104,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-114,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-108,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-108,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-119,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-133,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-135,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-113,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-76,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-44,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-42,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-54,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-59,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-50,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-36,0,0,0,0,0,0,0,0,0,0,0,0
1853098381,-39,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-56,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-66,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-55,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-46,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-55,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-54,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-26,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,13,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,26,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,4,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-26,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-46,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-43,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-23,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-17,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-33,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-36,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-11,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,1,0,0,0,0,0,0,0,0,0,0,0,0
1853098412,-10,0,0,0,0,0,0,0,0,0,0,0,0
1853098443,-18,0,0,0,0,0,0,0,0,0,0,0,0
1853098443,-14,0,0,0,0,0,0,0,0,0,0,0,0
1853098443,-11,0,0,0,0,0,0,0,0,0,0,0,0
1853098443,-9,0,0,0,0,0,0,0,0,0,0,0,0
