TIMESTAMP,RAWEEG,POOR_SIGNAL_LEVEL,BLINKSTRENGTH,ATTENTION,MEDITATION,DELTA,THETA,LOW_ALPHA,HIGH_ALPHA,LOW_BETA,HIGH_BETA,LOW_GAMMA,HIGH_GAMA
1500268354,-199,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-105,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-62,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-40,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-27,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-23,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-13,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-57,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-136,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-165,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-107,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-34,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-30,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-57,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-83,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-139,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-236,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-338,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-374,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-329,0,0,0,0,0,0,0,0,0,0,0,0
1500268385,-289,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-300,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-298,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-202,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-55,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,45,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,43,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-17,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-73,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-137,0,0,0,0,0,0,0,0,0,0,0,0
1500268417,-181,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,-165,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,-125,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,-100,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,-67,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,-6,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,48,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,81,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,128,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,187,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,194,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,161,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,118,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,76,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,71,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,149,0,0,0,0,0,0,0,0,0,0,0,0
1500268448,0,26,0,50,16,595767,36245,26558,8640,4777,11676,6276,1804
1500268479,246,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,296,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,311,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,260,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,137,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,52,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,20,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,13,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,11,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,5,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-8,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-102,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-218,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-247,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-168,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-39,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-9,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-66,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-113,0,0,0,0,0,0,0,0,0,0,0,0
1500268479,-110,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-83,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-56,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-6,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,51,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,72,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,33,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-45,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-116,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-117,0,0,0,0,0,0,0,0,0,0,0,0
1500268510,-42,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,-18,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,-61,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,-57,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,-19,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,-3,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,3,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,18,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,36,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,85,0,0,0,0,0,0,0,0,0,0,0,0
1500268542,161,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,212,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,205,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,203,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,284,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,486,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,700,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,811,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,923,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1126,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1275,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1303,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1252,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1186,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1175,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1238,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1293,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1249,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1171,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1129,0,0,0,0,0,0,0,0,0,0,0,0
1500268573,1141,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1175,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1184,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1162,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1147,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1122,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1076,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,1016,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,961,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,906,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,837,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,738,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,601,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,472,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,400,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,432,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,531,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,609,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,602,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,548,0,0,0,0,0,0,0,0,0,0,0,0
1500268604,537,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,583,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,613,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,601,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,556,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,501,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,454,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,459,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,450,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,338,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,163,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,38,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,13,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,49,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,42,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,-36,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,-119,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,-181,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,-232,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,-249,0,0,0,0,0,0,0,0,0,0,0,0
1500268635,-204,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,-58,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,106,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,197,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,217,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,170,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,57,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,-18,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,-35,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,-29,0,0,0,0,0,0,0,0,0,0,0,0
1500268667,-53,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,-83,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,-117,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,-125,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,-57,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,56,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,171,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,231,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,247,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,257,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,279,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,315,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,340,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,393,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,464,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,480,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,389,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,233,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,140,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,104,0,0,0,0,0,0,0,0,0,0,0,0
1500268698,-3,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-149,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-265,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-393,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-505,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-547,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-490,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-397,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-345,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-331,0,0,0,0,0,0,0,0,0,0,0,0
1500268729,-311,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-309,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-307,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-322,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-445,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-574,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-596,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-517,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-338,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,-77,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,257,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,545,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,626,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,627,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,651,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,688,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,701,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,705,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,692,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,660,0,0,0,0,0,0,0,0,0,0,0,0
1500268760,609,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,555,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,529,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,551,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,569,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,549,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,503,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,482,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,467,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,444,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,438,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,426,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,400,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,436,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,571,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,636,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,618,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,594,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,569,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,549,0,0,0,0,0,0,0,0,0,0,0,0
1500268792,530,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,513,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,492,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,474,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,456,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,441,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,428,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,412,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,400,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,385,0,0,0,0,0,0,0,0,0,0,0,0
1500268823,372,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,359,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,348,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,338,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,325,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,312,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,291,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,166,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-243,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-882,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1209,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1190,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1047,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-877,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-778,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-813,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-965,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1218,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1490,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1661,0,0,0,0,0,0,0,0,0,0,0,0
1500268854,-1692,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1641,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1640,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1661,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1624,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1558,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1559,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1635,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1674,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1654,0,0,0,0,0,0,0,0,0,0,0,0
1500268885,-1656,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1707,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1755,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1777,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1747,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1676,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1581,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1501,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1464,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1403,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1306,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1245,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1236,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1210,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1145,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1089,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-1033,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-906,0,0,0,0,0,0,0,0,0,0,0,0
1500268917,-740,0,0,0,0,0,0,0,0,0,0,0,0
